workerid,proliferate.condition,age,comments,correct,education_level,enjoyment,gender,internal_node_id,key_press,native_language,response,rt,solution,stimulus,test_part,time_elapsed,total_score,trial_index,trial_type,understanding,experiment_id,participant_id,error
159,condition1,,,True,,,,0.0-5.0-0.17,,,"['taken', 'from', 'one', 'of', 'the']",,"['taken', 'from', 'one', 'of', 'the']",,test,434514,10,39,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.17,32,,,1545.2699998859316,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>taken,from,one,of,the</p><h4>Here is the original sentence:</h4><p>Esther fitted up the closet with a little table, placed a footstool before it, and over it a picture taken from one of the shut-up rooms.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,436070,,40,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,False,,,,0.0-5.0-0.18,,,"['been', 'concerning', 'the', 'puzzling', 'kingdom']",,"['been', 'puzzling', 'concerning', 'the', 'kingdom']",,test,460150,10,41,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.18,32,,,2794.054999947548,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>been,concerning,the,puzzling,kingdom</p><h4>Here is the correct answer and the original sentence:</h4><p>been,puzzling,concerning,the,kingdom</p><p>""THE FAIRY BODY.--The normal working body of the gnome and fairy  is not of human nor of any other definite form, and herein lies  the explanation of much that has been puzzling concerning the  nature-spirit kingdom generally.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,462951,,42,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,True,,,,0.0-5.0-0.19,,,"['best', 'entitled', 'to', 'consideration', 'of']",,"['best', 'entitled', 'to', 'consideration', 'of']",,test,474217,11,43,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.19,32,,,4429.6399999875575,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>best,entitled,to,consideration,of</p><h4>Here is the original sentence:</h4><p>They supposed that it would naturally follow the freedom of the negro, but that there would be a time of probation, in which the ex-slaves could prepare themselves for the privileges of citizenship before the full right would be conferred; but Mr. Johnson, after a complete revolution of sentiment, seemed to regard the South not only as an oppressed people, but as the people best entitled to consideration of any of our citizens.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,478658,,44,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,False,,,,0.0-5.0-0.20,,,"['of', 'narrow', 'walls', 'within', 'which']",,"['within', 'narrow', 'walls', 'of', 'which']",,test,494779,11,45,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.20,32,,,4229.669999796897,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>of,narrow,walls,within,which</p><h4>Here is the correct answer and the original sentence:</h4><p>within,narrow,walls,of,which</p><p>Instead of being shut in within narrow walls, of which every nook and cranny could be explored, we find ourselves in an open world of free possibilities, where much remains unknown because there is so much to know.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,499017,,46,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,False,,,,0.0-5.0-0.21,,,"['take', 'to', 'tendering', 'my', 'resignation']",,"['tendering', 'my', 'resignation', 'to', 'take']",,test,513753,11,47,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.21,32,,,2509.3699998687953,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>take,to,tendering,my,resignation</p><h4>Here is the correct answer and the original sentence:</h4><p>tendering,my,resignation,to,take</p><p>I concluded, therefore, to resign, and in March applied for a leave of absence until the end of the July following, tendering my resignation to take effect at the end of that time.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,516269,,48,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,False,,,,0.0-5.0-0.22,,,"['were', 'in', 'the', 'image', 'to']",,"['to', 'the', 'image', 'were', 'in']",,test,523818,11,49,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.22,32,,,2322.399999946356,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>were,in,the,image,to</p><h4>Here is the correct answer and the original sentence:</h4><p>to,the,image,were,in</p><p>Moreover, we are certainly able to some extent to compare our image with the object remembered, so that we often know, within somewhat wide limits, how far our image is accurate; but this would be impossible, unless the object, as opposed to the image, were in some way before the mind.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,526149,,50,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,True,,,,0.0-5.0-0.23,,,"['by', 'dismissing', 'him', 'at', 'once']",,"['by', 'dismissing', 'him', 'at', 'once']",,test,534339,12,51,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.23,32,,,1285.9600000083449,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>by,dismissing,him,at,once</p><h4>Here is the original sentence:</h4><p>Humbled as he now is, I cannot forgive him such an instance of pride, and am doubtful whether I ought not to punish him by dismissing him at once after this reconciliation, or by marrying and teazing him for ever.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,535636,,52,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,False,,,,0.0-5.0-0.24,,,"['and', 'the', 'company', 'was', 'raised']",,"['company', 'was', 'raised', 'and', 'the']",,test,550354,12,53,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.24,32,,,2175.6800001021475,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>and,the,company,was,raised</p><h4>Here is the correct answer and the original sentence:</h4><p>company,was,raised,and,the</p><p>The company was raised and the officers and non-commissioned officers elected before the meeting adjourned.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,552538,,54,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,False,,,,0.0-5.0-0.25,,,"['sat', 'and', 'looking', 'at', 'all']",,"['and', 'all', 'sat', 'looking', 'at']",,test,570381,12,55,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.25,32,,,1733.490000013262,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>sat,and,looking,at,all</p><h4>Here is the correct answer and the original sentence:</h4><p>and,all,sat,looking,at</p><p>Presently Beth and Amy woke to rummage and find their little books also, one dove-colored, the other blue, and all sat looking at and talking about them, while the east grew rosy with the coming day.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,572124,,56,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,False,,,,0.0-5.0-0.26,,,"['was', 'me', 'he', 'wanted', 'and']",,"['wanted', 'me', 'and', 'he', 'was']",,test,584731,12,57,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.26,32,,,1651.7199999652803,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>was,me,he,wanted,and</p><h4>Here is the correct answer and the original sentence:</h4><p>wanted,me,and,he,was</p><p>Mr. Heathcliff did not explain his reasons for taking a new mind about my coming here; he only told me he wanted me, and he was tired of seeing Catherine: I must make the little parlour my sitting-room, and keep her with me.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,586392,,58,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,False,,,,0.0-5.0-0.27,,,"['were', 'the', 'chief', 'and', 'several']",,"['the', 'chief', 'and', 'several', 'were']",,test,607970,12,59,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.27,32,,,3824.309999821707,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>were,the,chief,and,several</p><h4>Here is the correct answer and the original sentence:</h4><p>the,chief,and,several,were</p><p>This being refused by Congress, the President asked legislative authority to place a junior over a senior of the same grade, with the view of appointing Benton to the rank of major-general and then placing him in command of the army, but Congress failed to accede to this proposition as well, and Scott remained in command: but every general appointed to serve under him was politically opposed to the chief, and several were personally hostile.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,611803,,60,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,False,,,,0.0-5.0-0.28,,,"['that', 'interfered', 'with', 'great', 'development']",,"['interfered', 'with', 'that', 'great', 'development']",,test,627081,12,61,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.28,32,,,1947.4049999844283,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>that,interfered,with,great,development</p><h4>Here is the correct answer and the original sentence:</h4><p>interfered,with,that,great,development</p><p>Never in any way had we interfered with that great development of trade which has turned them from one of the poorest to one of the richest of European States.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,629038,,62,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,True,,,,0.0-5.0-0.29,,,"['mediums', 'have', 'been', 'badly', 'injured']",,"['mediums', 'have', 'been', 'badly', 'injured']",,test,635874,13,63,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-5.0-1.29,32,,,1046.1850001011044,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>mediums,have,been,badly,injured</p><h4>Here is the original sentence:</h4><p>When still attached to the medium the ectoplasm flies back with great force on exposure to light, and, in spite of the laughter of the scoffers, there is none the less good evidence that several mediums have been badly injured by the recoil after a light has suddenly been struck by some amateur detective.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,636931,,64,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,,,,,,,0.0-6.0,83,,,360.1549998857081,,"<p>You responded correctly on 43% of the trials.</p><p>Despite this, we've decided to award you the bonus anyway. Congratulations!</p><img src='star.gif'></img><p>Press any key to continue. Thank you!</p>",,637307,,65,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
159,condition1,38,,,Some College,Better than average experiment,Female,0.0-7.0,,English,,,,,,673367,,66,cloze-blank,Yes,e08884f0-14b4-49da-a491-37b6124ceb38,88aeae1d-3a07-43a5-9d01-f3e358d706a5,
169,condition1,,,,,,,0.0-0.0,40,,,3483.4499999997206,,"<p>University of California, Irvine Language Processing Group</p><p id=""legal"">By answering the following questions, you are participating in a study being performed by cognitive scientists in the University of California, Irvine Department of Language Science. If you have questions about this research, please contact Richard Futrell at rfutrell@uci.edu or Ryan Lee, at leerk3@uci.edu. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p><p>Press spacebar to continue.</p>",,3490,,0,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-1.0,32,,,1439.6799999994982,,Welcome to the experiment. Press spacebar to begin.,,4932,,1,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-2.0,175,,,19925.955000002432,,"<p>A five-word sequence taken from a sentence will be given to you in random order.</p><p>Your task is to rearrange the words to match the original order from which they came.</p><p>However, you will not be given the original sentence.</p><p>For example:</p><video width='852' height='480' controls><source src='first_example_3.mp4' type='video/mp4'></video><p>Press spacebar to continue with the instructions.</p>",,24865,,2,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-3.0,32,,,55421.9099999973,,"<p>Note two things.</p><p>1. The five words may have been taken from any point within a sentence.</p><video width='852' height='480' controls><source src='note1_example_(quicker).mp4' type='video/mp4'></video><p>2. If you encounter multiple possibilities like this, just pick one order.</p><video width='852' height='480' controls><source src='note2_example_final.mp4' type='video/mp4'></video><p>You will be given the option to re-randomize the words and clear your input.</p><p>Press spacebar to continue.</p>",,80297,,3,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-4.0,32,,,3188.8449999969453,,"<p>If you successfully match the original order for all trials, you will receive a bonus.</p><p>Good luck!</p><p>Press spacebar to continue.</p>",,83489,,4,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,True,,,,0.0-5.0-0.0,,,"['questions', 'and', 'answers', 'in', 'which']",,"['questions', 'and', 'answers', 'in', 'which']",,test,107536,1,5,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.0,32,,,5288.574999998673,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>questions,and,answers,in,which</p><h4>Here is the original sentence:</h4><p>"" But this is a realm of questions and answers in which a more fastidious spirit does not like to stay: for here truth has to stifle her yawns so much when she is obliged to answer.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,112831,,6,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,True,,,,0.0-5.0-0.1,,,"['sing', 'the', 'song', 'of', 'the']",,"['sing', 'the', 'song', 'of', 'the']",,test,124676,2,7,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.1,32,,,1210.7600000017555,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>sing,the,song,of,the</p><h4>Here is the original sentence:</h4><p>I'll try to sing the song of the shepherd boy which the Pilgrims heard.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,125891,,8,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,True,,,,0.0-5.0-0.2,,,"['see', 'him', 'come', 'to', 'harm']",,"['see', 'him', 'come', 'to', 'harm']",,test,135562,3,9,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.2,32,,,1318.7499999985448,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>see,him,come,to,harm</p><h4>Here is the original sentence:</h4><p>""I won't deny that I have a liking for Morris and would be sorry to see him come to harm.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,136885,,10,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,False,,,,0.0-5.0-0.3,,,"['limited', 'when', 'the', 'quantity', 'abandoned']",,"['abandoned', 'when', 'the', 'limited', 'quantity']",,test,150298,3,11,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.3,32,,,7049.9499999968975,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>limited,when,the,quantity,abandoned</p><h4>Here is the correct answer and the original sentence:</h4><p>abandoned,when,the,limited,quantity</p><p>All idea of adopting this latter      plan was abandoned when the limited quantity of supplies      possible to take with us was considered.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,157351,,12,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,False,,,,0.0-5.0-0.4,,,"['but', 'the', 'general', 'as', 'wise']",,"['but', 'as', 'the', 'wise', 'general']",,test,176710,3,13,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.4,32,,,4186.409999998432,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>but,the,general,as,wise</p><h4>Here is the correct answer and the original sentence:</h4><p>but,as,the,wise,general</p><p>But as the wise general chooses the moment of victory in which to redouble his efforts, so that his foes may have no time to steady themselves after disaster, so Boss McGinty, looking out upon the scene of his operations with his brooding and malicious eyes, had devised a new attack upon those who opposed him.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,180900,,14,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,False,,,,0.0-5.0-0.5,,,"['which', 'within', 'narrow', 'walls', 'of']",,"['within', 'narrow', 'walls', 'of', 'which']",,test,201474,3,15,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.5,32,,,7690.839999999298,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>which,within,narrow,walls,of</p><h4>Here is the correct answer and the original sentence:</h4><p>within,narrow,walls,of,which</p><p>Instead of being shut in within narrow walls, of which every nook and cranny could be explored, we find ourselves in an open world of free possibilities, where much remains unknown because there is so much to know.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,209168,,16,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,False,,,,0.0-5.0-0.6,,,"['and', 'were', 'generally', 'retained', 'with']",,"['and', 'were', 'retained', 'generally', 'with']",,test,219248,3,17,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.6,32,,,1474.7350000034205,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>and,were,generally,retained,with</p><h4>Here is the correct answer and the original sentence:</h4><p>and,were,retained,generally,with</p><p>The North had a great number of educated and trained soldiers, but the bulk of them were still in the army and were retained, generally with their old commands and rank, until the war had lasted many months.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,220726,,18,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,True,,,,0.0-5.0-0.7,,,"['and', 'all', 'sat', 'looking', 'at']",,"['and', 'all', 'sat', 'looking', 'at']",,test,234147,4,19,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.7,32,,,1575.250000001688,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>and,all,sat,looking,at</p><h4>Here is the original sentence:</h4><p>Presently Beth and Amy woke to rummage and find their little books also, one dove-colored, the other blue, and all sat looking at and talking about them, while the east grew rosy with the coming day.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,235720,,20,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,False,,,,0.0-5.0-0.8,,,"['send', 'as', 'he', 'believing', 'them']",,"['send', 'them', 'believing', 'as', 'he']",,test,262931,4,21,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.8,32,,,2717.5699999970966,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>send,as,he,believing,them</p><h4>Here is the correct answer and the original sentence:</h4><p>send,them,believing,as,he</p><p>Up to this time Beauregard, who had commanded south of Richmond, had received no reinforcements, except Hoke's division from Drury's Bluff,(*37) which had arrived on the morning of the 16th; though he had urged the authorities very strongly to send them, believing, as he did, that Petersburg would be a valuable prize which we might seek.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,265652,,22,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,False,,,,0.0-5.0-0.9,,,"['act', 'and', 'appreciate', 'according', 'to']",,"['appreciate', 'and', 'act', 'according', 'to']",,test,281657,4,23,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.9,32,,,5979.4699999984,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>act,and,appreciate,according,to</p><h4>Here is the correct answer and the original sentence:</h4><p>appreciate,and,act,according,to</p><p>The old theological problem of ""Faith"" and ""Knowledge,"" or more plainly, of instinct and reason--the question whether, in respect to the valuation of things, instinct deserves more authority than rationality, which wants to appreciate and act according to motives, according to a ""Why,"" that is to say, in conformity to purpose and utility--it is always the old moral problem that first appeared in the person of Socrates, and had divided men's minds long before Christianity.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,287640,,24,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,False,,,,0.0-5.0-0.10,,,"['of', 'one', 'taken', 'from', 'the']",,"['taken', 'from', 'one', 'of', 'the']",,test,297780,4,25,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.10,32,,,1975.4400000019816,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>of,one,taken,from,the</p><h4>Here is the correct answer and the original sentence:</h4><p>taken,from,one,of,the</p><p>Esther fitted up the closet with a little table, placed a footstool before it, and over it a picture taken from one of the shut-up rooms.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,299759,,26,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,False,,,,0.0-5.0-0.11,,,"['were', 'the', 'chief', 'and', 'several']",,"['the', 'chief', 'and', 'several', 'were']",,test,308651,4,27,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.11,32,,,1220.0549999979555,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>were,the,chief,and,several</p><h4>Here is the correct answer and the original sentence:</h4><p>the,chief,and,several,were</p><p>This being refused by Congress, the President asked legislative authority to place a junior over a senior of the same grade, with the view of appointing Benton to the rank of major-general and then placing him in command of the army, but Congress failed to accede to this proposition as well, and Scott remained in command: but every general appointed to serve under him was politically opposed to the chief, and several were personally hostile.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,309874,,28,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,False,,,,0.0-5.0-0.12,,,"['stirring', 'into', 'the', 'migrated', 'together']",,"['migrated', 'together', 'into', 'the', 'stirring']",,test,333381,4,29,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
169,condition1,,,,,,,0.0-5.0-1.12,32,,,2866.0349999991013,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>stirring,into,the,migrated,together</p><h4>Here is the correct answer and the original sentence:</h4><p>migrated,together,into,the,stirring</p><p>'What a realisation of something more romantic than a fairy tale it would have been for Mrs. Linton Heathcliff, had she and I struck up an attachment, as her good nurse desired, and migrated together into the stirring atmosphere of the town!</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,336250,,30,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,8a2c8468-454f-44d9-a3dc-c33562d0d9d0,
